card,interaction,ability_kind,invariant,message
"Vault Skirge","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Bloodscale Prowler","goldilocks_keyword_dead","","","keyword=bloodthirst: board was set up but nothing changed"
"Defender of Law","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Defender of Law","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Impervious Greatwurm","goldilocks_keyword_dead","","","keyword=convoke: board was set up but nothing changed"
"Impervious Greatwurm","goldilocks_keyword_dead","","","keyword=indestructible: board was set up but nothing changed"
"Dragon's Eye Sentry","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Dragon's Eye Sentry","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Porcelain Legionnaire","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Serpent-Blade Assailant","goldilocks_keyword_dead","","","keyword=backup: board was set up but nothing changed"
"Serpent-Blade Assailant","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Consulate Skygate","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Consulate Skygate","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Wall of Torches","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Insatiable Harpy","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Insatiable Harpy","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Skyblade of the Legion","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Bogardan Lancer","goldilocks_keyword_dead","","","keyword=bloodthirst: board was set up but nothing changed"
"Raging Redcap","goldilocks_keyword_dead","","","keyword=double strike: board was set up but nothing changed"
"Bogardan Lancer","goldilocks_keyword_dead","","","keyword=flanking: board was set up but nothing changed"
"Contingency Plan","goldilocks_keyword_dead","","","keyword=surveil: board was set up but nothing changed"
"Sungrace Pegasus","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Sungrace Pegasus","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Blood Knight","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Blood Knight","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Tower Gargoyle","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Accorder Paladin","goldilocks_keyword_dead","","","keyword=battle cry: board was set up but nothing changed"
"Battlefield Raptor","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Battlefield Raptor","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Kalonian Behemoth","goldilocks_keyword_dead","","","keyword=shroud: board was set up but nothing changed"
"Tundra Wall","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Gluttonous Slug","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Enlisted Wurm","goldilocks_keyword_dead","","","keyword=cascade: board was set up but nothing changed"
"Vulshok Berserker","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Raging Cougar","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Copper Host Crusher","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Copper Host Crusher","goldilocks_keyword_dead","","","keyword=hexproof: board was set up but nothing changed"
"Bartizan Bats","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Ronin Houndmaster","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Ronin Houndmaster","goldilocks_keyword_dead","","","keyword=bushido: board was set up but nothing changed"
"Wilt-Leaf Cavaliers","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Aerial Responder","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Insatiable Skittermaw","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Aerial Responder","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Aerial Responder","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Alaborn Grenadier","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Alpine Watchdog","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Fire Nation Soldier","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Changeling Berserker","goldilocks_keyword_dead","","","keyword=changeling: board was set up but nothing changed"
"Changeling Berserker","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Changeling Berserker","goldilocks_keyword_dead","","","keyword=champion a creature: board was set up but nothing changed"
"Highspire Mantis","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Highspire Mantis","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Llanowar Knight","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Furtive Homunculus","goldilocks_keyword_dead","","","keyword=skulk: board was set up but nothing changed"
"Deadly Recluse","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Deadly Recluse","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Soaring Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Silver Erne","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Silver Erne","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Soltari Foot Soldier","goldilocks_keyword_dead","","","keyword=shadow: board was set up but nothing changed"
"Farbog Revenant","goldilocks_keyword_dead","","","keyword=skulk: board was set up but nothing changed"
"Gluttonous Zombie","goldilocks_keyword_dead","","","keyword=fear: board was set up but nothing changed"
"Farbog Revenant","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Knights of Thorn","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Dwarven Grunt","goldilocks_keyword_dead","","","keyword=mountainwalk: board was set up but nothing changed"
"Cerodon Yearling","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Cerodon Yearling","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Reaver Drone","goldilocks_dead_effect","","","effect=modification_effect abilityKind=triggered filterBase="""": board was set up but nothing changed"
"Brushstrider","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Yavimaya Scion","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Bloodbraid Challenger","goldilocks_keyword_dead","","","keyword=cascade: board was set up but nothing changed"
"Nimble Pilferer","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Brontotherium","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Brontotherium","goldilocks_keyword_dead","","","keyword=provoke: board was set up but nothing changed"
"Greater Basilisk","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Satyr Rambler","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Abbey Griffin","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Abbey Griffin","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Bloodbraid Challenger","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Bloodbraid Challenger","goldilocks_keyword_dead","","","keyword=escape: board was set up but nothing changed"
"Needlethorn Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Needlethorn Drake","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Drift of Phantasms","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Drift of Phantasms","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Drift of Phantasms","goldilocks_keyword_dead","","","keyword=transmute: board was set up but nothing changed"
"Tiamat's Fanatics","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Tiamat's Fanatics","goldilocks_keyword_dead","","","keyword=myriad: board was set up but nothing changed"
"Goblin Chariot","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Thunder Spirit","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Thunder Spirit","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Deranged Whelp","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Defiant Elf","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Quaketusk Boar","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Quaketusk Boar","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Quaketusk Boar","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Angel of the God-Pharaoh","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Clinging Anemones","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Legions of Lim-Dûl","goldilocks_keyword_dead","","","keyword=snow swampwalk: board was set up but nothing changed"
"Hooting Mandrills","goldilocks_keyword_dead","","","keyword=delve: board was set up but nothing changed"
"Hooting Mandrills","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Bay Falcon","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Bay Falcon","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Arachnoid","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Dreg Mangler","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Spectral Rider","goldilocks_keyword_dead","","","keyword=intimidate: board was set up but nothing changed"
"Dreg Mangler","goldilocks_keyword_dead","","","keyword=scavenge: board was set up but nothing changed"
"Ethersworn Sphinx","goldilocks_keyword_dead","","","keyword=affinity for artifacts: board was set up but nothing changed"
"Ethersworn Sphinx","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Bedhead Beastie","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Ethersworn Sphinx","goldilocks_keyword_dead","","","keyword=cascade: board was set up but nothing changed"
